Total final energy consumption at regional and local authority level: 2003 in GWh (experimental),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Coal ,,,,Manufactured fuels ,,,,Petroleum products ,,,,,,Natural gas ,,,,Electricity ,,,,Renewables & Waste,,,,Consuming Sector,,
NUTS4 Code,NUTS4 Region,Industry & Commercial,Domestic,Total,,Industry & Commercial,Domestic,Total,,Industry & Commercial,Domestic,Road transport,Rail,Total,,Industry & Commercial,Domestic,Total,,Industry & Commercial,Domestic,Total,,Total,,Total,,Industry & Commercial,Domestic,Transport
UKL1605,Blaenau Gwent                 ,22.0,44.3,66.3,,1.3,10.4,11.7,,162.3,8.8,252.3,0.2,423.6,,356.2,622.5,978.8,,173.3,94.3,267.6,,125.9,,"1,873.9",,841.1,780.3,252.5
UKL1705,Bridgend                      ,132.4,67.2,199.6,,198.9,16.1,215.0,,304.0,35.8,911.0,25.2,"1,275.9",,"1,273.0","1,083.9","2,356.9",,418.3,198.2,616.5,,12.6,,"4,676.5",,"2,339.3","1,401.1",936.2
UKL1604,Caerphilly                    ,8.6,122.5,131.0,,1.5,29.0,30.5,,522.2,22.5,762.9,1.4,"1,309.1",,"1,385.8","1,430.3","2,816.1",,393.3,241.1,634.4,,3.4,,"4,924.5",,"2,314.7","1,845.4",764.3
UKL2207,Cardiff                       ,1.4,23.3,24.7,,1.7,5.4,7.1,,342.6,35.2,"2,034.9",29.2,"2,442.0",,"2,287.4","2,252.5","4,539.9",,877.1,481.2,"1,358.4",,26.5,,"8,398.6",,"3,536.8","2,797.7","2,064.1"
UKL1409,Carmarthenshire               ,11.9,189.7,201.6,,4.1,44.8,48.9,,567.8,280.7,"1,826.0",8.8,"2,683.3",,"1,125.5",910.1,"2,035.6",,538.2,296.3,834.5,,11.3,,"5,815.3",,"2,258.8","1,721.6","1,834.8"
UKL1407,Ceredigion                    ,4.3,75.8,80.0,,0.0,17.9,17.9,,173.2,174.6,863.5,0.5,"1,211.7",,169.6,140.4,310.0,,158.0,185.3,343.3,,4.1,,"1,967.0",,509.1,594.0,863.9
UKL1304,Conwy                         ,1.2,34.3,35.5,,0.9,8.0,8.8,,143.5,55.0,"1,184.4",7.0,"1,389.9",,458.4,819.3,"1,277.7",,211.4,247.9,459.4,,7.3,,"3,178.6",,822.7,"1,164.5","1,191.4"
UKL1305,Denbighshire                  ,4.2,60.5,64.7,,0.1,14.4,14.5,,290.4,109.8,838.3,2.1,"1,240.6",,659.9,617.6,"1,277.5",,194.1,202.9,397.0,,46.3,,"3,040.6",,"1,195.0","1,005.1",840.4
UKL2304,Flintshire                  ,116.5,68.6,185.0,,70.8,16.2,87.0,,"1,910.5",156.8,"1,442.9",9.0,"3,519.1",,"1,648.2",998.4,"2,646.7",,703.9,299.1,"1,003.0",,70.7,,"7,511.6",,"4,520.6","1,539.2","1,451.8"
UKL1200,Gwynedd                       ,9.7,91.5,101.2,,0.0,21.6,21.6,,295.1,189.4,"1,352.1",3.1,"1,839.7",,444.2,520.8,965.0,,284.0,326.2,610.2,,10.4,,"3,548.1",,"1,043.4","1,149.5","1,355.2"
UKL1100,Isle of Anglesey              ,5.6,54.3,59.9,,0.4,12.8,13.2,,235.5,135.4,557.4,4.9,933.2,,439.1,242.7,681.9,,201.7,181.2,382.9,,2.2,,"2,073.3",,884.5,626.4,562.3
UKL1504,Merthyr Tydfil                ,0.2,34.3,34.5,,0.4,8.0,8.4,,95.3,7.4,383.5,0.2,486.4,,248.7,489.2,737.9,,109.7,81.2,190.8,,24.3,,"1,482.3",,478.6,620.1,383.7
UKL2103,Monmouthshire                 ,22.2,32.0,54.2,,0.0,7.6,7.7,,276.5,89.2,"1,476.9",21.4,"1,864.1",,"1,399.6",644.6,"2,044.2",,286.9,158.4,445.3,,7.9,,"4,423.4",,"1,993.3",931.8,"1,498.4"
UKL1704,Neath Port Talbot        ,8.4,101.5,109.9,,"1,870.8",24.0,"1,894.8",,314.1,49.9,"1,259.3",21.4,"1,644.7",,864.1,"1,093.2","1,957.3",,"1,249.7",202.4,"1,452.1",,8.2,,"7,067.0",,"4,315.4","1,471.0","1,280.7"
UKL2104,Newport                       ,12.2,23.8,36.0,,10.5,5.7,16.3,,331.6,36.3,"1,854.8",37.9,"2,260.7",,"2,144.1","1,213.3","3,357.4",,838.2,213.6,"1,051.8",,12.8,,"6,735.0",,"3,349.4","1,492.8","1,892.7"
UKL1408,Pembrokeshire                 ,3.1,86.7,89.8,,0.0,20.5,20.5,,"13,446.9",230.8,"1,088.8",3.7,"14,770.2",,236.9,542.5,779.3,,637.7,242.5,880.2,,15.0,,"16,555.1",,"14,339.6","1,123.0","1,092.5"
UKL2400,Powys                         ,7.5,122.0,129.5,,3.3,29.0,32.2,,399.4,282.2,"1,951.7",1.9,"2,635.1",,463.4,533.0,996.5,,272.4,284.3,556.7,,33.5,,"4,383.5",,"1,179.5","1,250.5","1,953.5"
UKL1503,"Rhondda, Cynon, Taff          ",30.2,161.0,191.2,,0.3,38.0,38.3,,589.4,33.1,"1,375.4",14.9,"2,012.7",,"1,032.3","1,864.4","2,896.7",,472.8,333.1,805.8,,9.5,,"5,954.2",,"2,134.4","2,429.5","1,390.3"
UKL1800,Swansea                       ,2.1,76.7,78.8,,0.8,18.1,18.9,,427.9,60.9,"1,342.1",8.0,"1,838.9",,"1,217.1","1,846.8","3,063.9",,523.0,341.1,864.1,,11.5,,"5,876.2",,"2,182.4","2,343.7","1,350.1"
UKL2206,The Vale of Glamorgan    ,76.2,27.2,103.4,,0.1,6.3,6.4,,518.5,46.9,722.0,16.1,"1,303.6",,641.1,669.7,"1,310.7",,366.5,201.4,567.9,,62.5,,"3,354.6",,"1,664.9",951.5,738.2
UKL1606,Torfaen                       ,11.3,20.0,31.3,,1.0,4.9,5.9,,310.1,8.7,399.1,3.2,721.1,,"1,195.9",973.4,"2,169.3",,203.9,131.5,335.4,,16.4,,"3,279.3",,"1,738.5","1,138.4",402.3
UKL2305,Wrexham                       ,20.3,55.3,75.5,,0.1,13.0,13.1,,449.1,86.8,819.0,3.3,"1,358.2",,"1,318.5",769.3,"2,087.8",,847.3,253.3,"1,100.6",,17.9,,"4,653.1",,"2,653.1","1,177.7",822.2
UKL,WALES,511.3,"1,572.4","2,083.8",,"2,167.0",371.7,"2,538.7",,"22,106.0","2,136.2","24,698.2",223.4,"49,163.8",,"21,009.1","20,278.1","41,287.2",,"9,961.5","5,196.4","15,157.9",,540.3,,"110,771.7",,"56,295.2","29,554.9","24,921.6"
UKM1001,Aberdeen City                                                                                       ,3.7,15.6,19.3,,1.1,0.6,1.6,,318.8,52.7,959.3,3.8,"1,334.6",,"1,480.6","1,573.4","3,054.1",,870.9,538.4,"1,409.3",,68.9,,"5,887.9",,"2,744.1","2,180.7",963.1
UKM1002,Aberdeenshire                                                                                    ,7.9,94.8,102.8,,0.9,3.4,4.4,,539.2,361.2,"2,592.6",19.8,"3,512.7",,"1,332.5","1,182.0","2,514.5",,790.4,650.3,"1,440.7",,17.0,,"7,592.1",,"2,688.1","2,291.7","2,612.3"
UKM2101,Angus                                                                                               ,4.4,24.5,28.9,,0.0,2.4,2.4,,255.5,65.6,928.7,17.3,"1,267.0",,374.9,649.6,"1,024.5",,340.7,306.1,646.8,,31.7,,"3,001.3",,"1,007.3","1,048.1",946.0
"UKM3101, UKM4302, UKM4303",Argyll and Bute                                                                                     ,1.6,53.3,54.9,,0.0,4.0,4.0,,185.6,89.7,"1,083.1",10.6,"1,369.0",,132.9,397.9,530.9,,443.5,329.4,773.0,,8.8,,"2,740.6",,772.5,874.4,"1,093.7"
UKM2201,Clackmannanshire                                                                                    ,6.7,7.1,13.8,,0.1,6.2,6.2,,379.3,12.8,175.0,0.0,567.1,,491.2,321.8,813.0,,141.9,108.6,250.5,,70.0,,"1,720.7",,"1,089.2",456.5,175.0
UKM3200,Dumfries and Galloway                                                                               ,33.3,81.6,114.8,,0.6,19.6,20.2,,515.3,230.7,"2,869.6",42.5,"3,658.2",,559.7,683.6,"1,243.3",,457.9,419.0,876.9,,14.8,,"5,928.3",,"1,581.6","1,434.5","2,912.1"
UKM2102,Dundee City                                                                                         ,10.3,1.7,12.0,,0.1,8.9,9.0,,510.4,27.3,539.9,4.1,"1,081.7",,918.4,888.5,"1,806.9",,481.8,412.3,894.1,,46.0,,"3,849.7",,"1,966.9","1,338.8",544.0
UKM3301,East Ayrshire                                                                                       ,4.9,39.3,44.2,,0.0,2.6,2.6,,273.5,33.9,958.2,12.2,"1,277.8",,541.1,994.2,"1,535.3",,255.5,230.1,485.6,,9.9,,"3,355.4",,"1,084.8","1,300.2",970.4
UKM3103,East Dunbartonshire                                                                                 ,6.9,3.7,10.6,,0.0,8.7,8.7,,126.4,23.2,511.8,3.6,665.0,,192.1,939.5,"1,131.6",,151.2,223.7,374.9,,20.3,,"2,211.1",,497.0,"1,198.7",515.4
UKM2301,East Lothian                                                                                        ,126.6,35.8,162.4,,0.0,1.3,1.3,,573.7,31.1,797.8,27.6,"1,430.2",,247.5,628.6,876.2,,392.0,215.3,607.4,,107.4,,"3,184.8",,"1,447.3",912.2,825.4
UKM3501,East Renfrewshire                                                                                   ,3.1,2.0,5.0,,0.5,0.1,0.6,,128.8,14.8,544.1,1.2,688.8,,176.3,736.2,912.5,,60.7,201.1,261.8,,5.3,,"1,874.2",,374.7,954.2,545.3
UKM2500,"Edinburgh, City of                                                                                  ",6.4,6.5,12.9,,0.3,29.9,30.3,,383.8,66.4,"2,364.0",20.4,"2,834.6",,"2,312.3","3,409.6","5,722.0",,"1,398.7","1,068.1","2,466.9",,73.1,,"11,139.7",,"4,174.7","4,580.6","2,384.4"
UKM2600,Falkirk                                                                                     ,75.1,10.0,85.1,,0.8,33.6,34.4,,"8,632.4",33.1,"1,361.5",9.2,"10,036.1",,"1,439.1","1,069.0","2,508.1",,339.2,341.4,680.5,,44.3,,"13,388.6",,"10,530.9","1,487.1","1,370.6"
UKM2202,Fife                                                                                  ,218.3,57.2,275.5,,0.1,44.5,44.6,,914.9,104.4,"2,440.0",39.1,"3,498.4",,"3,176.3","2,839.8","6,016.1",,"1,340.9",751.9,"2,092.8",,10.2,,"11,937.5",,"5,660.7","3,797.8","2,479.0"
UKM3400,Glasgow City                                                                                        ,5.7,3.2,8.9,,0.1,20.3,20.4,,438.6,45.1,"3,433.8",7.2,"3,924.6",,"2,999.9","3,742.5","6,742.3",,"1,720.0","1,425.5","3,145.6",,127.1,,"13,969.0",,"5,291.4","5,236.6","3,441.0"
"UKM4101, UKM4102, UKM4201, UKM4202, UKM4304, UKM4305",Highland and Western Isles                                                                                        ,11.1,221.3,232.4,,1.1,8.1,9.2,,521.1,482.9,"3,382.4",19.8,"4,406.2",,661.1,585.7,"1,246.8",,"1,145.2",862.9,"2,008.1",,36.0,,"7,938.7",,"2,375.7","2,160.8","3,402.3"
UKM3503,Inverclyde                                                                                          ,3.3,0.9,4.1,,0.0,5.4,5.4,,118.5,14.4,376.7,0.0,509.6,,275.0,590.1,865.1,,165.1,221.1,386.2,,24.7,,"1,795.1",,586.6,831.8,376.7
UKM2302,Midlothian                                                                                          ,1.2,40.4,41.6,,0.0,1.5,1.5,,69.2,16.2,581.1,0.7,667.3,,208.3,561.6,769.9,,182.6,156.4,339.0,,18.9,,"1,838.3",,480.3,776.2,581.9
"UKM1003, UKM4203",Moray                                                                                               ,1.2,33.1,34.2,,0.0,1.2,1.2,,246.9,117.3,729.0,2.4,"1,095.6",,"1,346.1",479.4,"1,825.5",,329.0,224.4,553.4,,6.1,,"3,516.1",,"1,929.3",855.4,731.4
"UKM3302,  UKM4301",North Ayrshire                                                                                      ,309.3,7.5,316.8,,0.4,5.6,6.0,,306.5,41.2,702.3,1.7,"1,051.7",,"2,773.7","1,030.3","3,804.0",,909.0,314.8,"1,223.8",,19.9,,"6,422.2",,"4,318.8","1,399.3",704.0
UKM3600,North Lanarkshire                                                                                   ,5.1,30.4,35.5,,1.1,41.7,42.9,,416.2,54.8,"2,984.9",13.9,"3,469.8",,"1,180.4","2,459.8","3,640.2",,999.1,670.7,"1,669.8",,19.1,,"8,877.3",,"2,621.1","3,257.4","2,998.8"
UKM4500,Orkney Islands                                                                                      ,0.7,22.5,23.2,,0.0,0.8,0.8,,55.4,54.2,215.0,0.0,324.6,,0.0,0.0,0.0,,52.4,83.5,135.9,,28.3,,512.9,,136.8,161.0,215.0
UKM2701,Perth and Kinross                                                                                   ,13.3,32.2,45.5,,0.1,1.4,1.6,,213.8,121.7,"2,658.7",17.7,"3,012.0",,920.3,919.6,"1,840.0",,408.6,427.4,836.1,,6.3,,"5,741.5",,"1,562.6","1,502.4","2,676.4"
UKM3502,Renfrewshire                                                                                        ,4.3,1.7,6.0,,0.1,7.5,7.5,,247.7,22.8,"1,359.6",1.3,"1,631.4",,954.4,"1,313.2","2,267.6",,410.9,396.6,807.5,,34.0,,"4,754.1",,"1,651.4","1,741.8","1,360.9"
UKM2400,Scottish Borders                                                                                    ,8.5,42.0,50.6,,0.0,4.5,4.5,,317.7,94.3,"1,338.7",16.3,"1,767.0",,349.9,626.3,976.2,,361.3,313.5,674.8,,8.4,,"3,481.5",,"1,045.8","1,080.7","1,355.0"
UKM4600,Shetland Islands                                                                                    ,0.5,9.7,10.1,,0.0,0.3,0.3,,"1,312.8",66.6,240.0,0.0,"1,619.4",,0.0,0.0,0.0,,90.9,109.4,200.3,,20.0,,"1,850.2",,"1,424.2",186.0,240.0
UKM3700,South Ayrshire                                                                                      ,5.6,29.2,34.8,,0.0,1.4,1.4,,229.3,55.7,910.1,3.3,"1,198.5",,602.5,924.7,"1,527.2",,262.7,257.5,520.2,,39.0,,"3,321.1",,"1,139.3","1,268.4",913.4
UKM3800,South Lanarkshire                                                                                   ,11.3,51.7,63.0,,0.5,20.0,20.5,,537.6,104.5,"2,736.8",20.6,"3,399.4",,960.9,"2,175.9","3,136.7",,830.2,737.0,"1,567.2",,15.7,,"8,202.5",,"2,356.1","3,089.0","2,757.4"
UKM2702,Stirling                                                                                            ,5.2,15.1,20.2,,0.0,15.1,15.1,,223.5,72.7,"1,104.2",7.9,"1,408.4",,"1,156.3",658.1,"1,814.4",,271.8,224.2,496.0,,2.5,,"3,756.5",,"1,659.3",985.1,"1,112.1"
UKM3102,West Dunbartonshire                                                                                 ,0.0,1.3,1.3,,0.0,6.3,6.3,,47.7,10.3,498.0,1.9,557.9,,371.0,697.7,"1,068.7",,198.4,200.9,399.3,,21.8,,"2,055.5",,639.0,916.6,499.9
UKM2800,West Lothian                                                                                        ,14.8,24.5,39.3,,0.8,20.5,21.3,,366.1,36.7,"1,467.7",8.3,"1,878.9",,814.4,"1,121.4","1,935.8",,604.6,316.2,920.8,,25.5,,"4,821.6",,"1,826.3","1,519.3","1,476.0"
UKM,SCOTLAND,910.5,999.6,"1,910.0",,8.9,327.5,336.3,,"19,406.4","2,558.4","42,844.5",334.3,"65,143.6",,"28,949.2","34,200.2","63,149.4",,"16,407.2","12,737.9","29,145.1",,981.4,,"160,665.9",,"66,663.5","50,823.5","43,178.9"
UKC2101,Alnwick,1.1,25.5,26.5,,0.1,1.8,1.9,,44.7,45.6,427.3,15.6,533.1,,55.0,125.8,180.8,,62.9,78.7,141.5,,61.0,,944.9,,224.8,277.3,442.8
UKC2102,Berwick-upon-Tweed,1.0,16.6,17.6,,0.0,1.1,1.1,,100.9,45.7,499.7,21.0,667.3,,143.4,128.9,272.3,,95.8,86.5,182.3,,1.6,,"1,142.2",,342.7,278.8,520.7
UKC2103,Blyth Valley,10.1,4.0,14.1,,0.4,8.4,8.8,,212.3,8.6,520.4,2.7,744.1,,380.9,821.2,"1,202.2",,232.4,138.0,370.4,,4.2,,"2,343.8",,840.4,980.3,523.1
UKC2104,Castle Morpeth,3.7,19.9,23.6,,0.0,6.5,6.5,,76.8,62.8,620.7,13.5,773.9,,288.2,429.3,717.4,,161.9,105.6,267.5,,2.9,,"1,791.9",,533.5,624.1,634.2
UKC1409,Chester-le-Street,9.8,2.6,12.3,,0.0,3.2,3.2,,76.5,7.4,370.2,4.9,459.0,,218.0,454.2,672.2,,50.1,92.0,142.1,,4.4,,"1,293.2",,358.7,559.4,375.0
UKC1300,Darlington,0.5,3.1,3.5,,0.3,3.5,3.9,,122.7,13.1,844.0,9.6,989.4,,666.3,759.9,"1,426.1",,265.3,194.1,459.3,,6.3,,"2,888.6",,"1,061.4",973.6,853.6
UKC1403,Derwentside,4.4,17.7,22.2,,0.3,3.1,3.4,,298.6,29.8,468.7,0.0,797.1,,219.1,603.9,823.1,,143.2,154.7,298.0,,11.5,,"1,955.2",,677.2,809.3,468.7
UKC1410,Durham,1.4,7.2,8.6,,0.0,14.1,14.1,,188.0,30.9,891.7,12.1,"1,122.8",,531.7,"1,010.8","1,542.4",,312.3,143.7,456.0,,6.7,,"3,150.6",,"1,040.1","1,206.6",903.9
UKC1411,Easington,2.8,21.8,24.7,,0.2,56.7,56.9,,131.5,41.1,735.1,2.0,909.7,,322.8,583.0,905.8,,255.3,150.0,405.4,,12.3,,"2,314.7",,724.9,852.7,737.1
UKC2201,Gateshead,4.1,5.1,9.3,,1.4,13.6,15.0,,331.4,29.1,"1,600.9",10.2,"1,971.7",,"1,062.4","1,733.1","2,795.6",,563.7,337.5,901.2,,7.4,,"5,700.1",,"1,970.5","2,118.5","1,611.1"
UKC1101,Hartlepool,0.1,0.9,0.9,,200.5,1.5,202.1,,104.1,13.9,579.4,1.6,698.9,,569.0,771.1,"1,340.1",,380.0,153.1,533.2,,4.1,,"2,779.2",,"1,257.8",940.5,580.9
UKC1201,Middlesbrough,0.0,1.0,1.0,,0.0,2.8,2.8,,208.0,23.6,864.0,3.5,"1,099.0",,681.1,"1,014.8","1,695.9",,474.6,234.2,708.8,,13.8,,"3,521.2",,"1,377.4","1,276.3",867.5
UKC2202,Newcastle upon Tyne,3.6,2.8,6.4,,0.1,7.1,7.2,,247.5,21.3,"1,749.4",3.3,"2,021.5",,"1,666.6","2,141.9","3,808.5",,675.5,490.4,"1,165.9",,15.7,,"7,025.3",,"2,608.9","2,663.6","1,752.7"
UKC2203,North Tyneside,21.2,1.0,22.2,,0.0,3.7,3.7,,331.3,18.4,"1,162.0",4.9,"1,516.6",,956.4,"1,639.3","2,595.8",,402.5,353.6,756.1,,8.9,,"4,903.2",,"1,720.4","2,015.9","1,166.9"
UKC1202,Redcar and Cleveland,"1,540.0",7.3,"1,547.3",,"2,308.7",8.3,"2,317.1",,"1,624.7",38.1,748.7,7.7,"2,419.2",,563.8,"1,046.2","1,610.0",,692.4,252.6,945.1,,3.8,,"8,842.4",,"6,733.3","1,352.6",756.4
UKC1406,Sedgefield,297.1,16.9,314.0,,0.0,11.4,11.4,,143.7,26.1,874.2,11.0,"1,055.1",,649.3,808.4,"1,457.7",,358.1,147.0,505.1,,22.4,,"3,365.7",,"1,470.6","1,009.9",885.2
UKC2204,South Tyneside,0.0,4.2,4.2,,0.2,10.2,10.4,,73.1,22.7,820.5,1.6,918.0,,487.1,"1,304.2","1,791.3",,284.0,241.6,525.6,,4.7,,"3,254.1",,849.1,"1,582.9",822.1
UKC1102,Stockton-on-Tees ,27.5,3.5,31.0,,0.7,5.4,6.0,,"5,298.9",56.7,"1,332.5",9.5,"6,697.6",,"1,479.6","1,309.0","2,788.7",,812.8,320.4,"1,133.2",,35.8,,"10,692.4",,"7,655.3","1,695.0","1,342.1"
UKC2300,Sunderland,14.6,9.4,24.0,,0.7,25.4,26.1,,690.9,33.9,"1,845.1",2.0,"2,571.9",,"1,430.2","2,477.3","3,907.5",,857.8,456.6,"1,314.4",,7.8,,"7,851.7",,"3,001.9","3,002.6","1,847.1"
UKC1407,Teesdale,4.5,21.8,26.3,,0.0,1.6,1.6,,134.0,75.6,413.4,0.0,623.0,,225.6,193.5,419.1,,74.9,59.7,134.6,,6.5,,"1,211.1",,445.6,352.1,413.4
UKC2105,Tynedale,7.5,25.5,33.0,,0.1,1.8,1.9,,131.7,115.6,953.6,5.0,"1,205.9",,702.8,403.8,"1,106.6",,338.2,134.8,473.0,,8.9,,"2,829.3",,"1,189.3",681.4,958.6
UKC2106,Wansbeck,1.6,9.8,11.4,,0.8,26.0,26.7,,59.7,17.0,353.9,0.0,430.6,,555.9,490.8,"1,046.7",,73.3,101.8,175.1,,18.3,,"1,708.9",,709.5,645.4,353.9
UKC1408,Wear Valley,99.9,29.6,129.5,,0.7,2.1,2.8,,386.7,42.4,334.4,0.0,763.5,,302.7,455.7,758.4,,117.0,110.9,228.0,,79.2,,"1,961.4",,986.2,640.8,334.4
UKC,NORTH EAST,"2,056.5",257.1,"2,313.6",,"2,515.2",219.4,"2,734.6",,"11,017.7",819.4,"19,009.7",141.9,"30,988.7",,"14,158.0","20,706.2","34,864.2",,"7,684.0","4,537.7","12,221.7",,348.1,,"83,470.9",,"37,779.6","26,539.8","19,151.6"
UKD1101,Allerdale,22.0,10.3,32.2,,1.5,26.1,27.5,,311.6,96.7,"1,051.9",3.8,"1,464.0",,572.5,654.9,"1,227.4",,506.3,196.8,703.1,,11.3,,"3,465.6",,"1,425.1",984.8,"1,055.7"
UKD1102,Barrow-in-Furness ,2.2,5.8,8.0,,0.0,0.4,0.4,,80.2,9.5,258.6,1.5,349.7,,628.0,476.0,"1,103.9",,325.0,125.3,450.3,,29.7,,"1,942.1",,"1,065.1",616.9,260.1
UKD4100,Blackburn with Darwen ,14.3,2.7,17.0,,0.0,5.9,5.9,,247.0,25.8,694.3,1.7,968.8,,"1,136.6","1,197.1","2,333.7",,540.5,239.0,779.5,,6.2,,"4,111.2",,"1,944.7","1,470.5",696.0
UKD4200,Blackpool,0.0,7.8,7.8,,0.0,0.6,0.6,,48.7,16.8,505.2,0.5,571.2,,590.0,"1,208.6","1,798.5",,363.5,293.7,657.2,,15.5,,"3,050.8",,"1,017.7","1,527.5",505.7
UKD3201,Bolton,0.7,5.6,6.3,,0.3,16.0,16.3,,322.7,50.2,"1,891.1",5.0,"2,268.9",,"1,273.9","2,209.5","3,483.5",,658.1,482.6,"1,140.8",,24.0,,"6,939.7",,"2,279.7","2,764.0","1,896.1"
UKD4301,Burnley,157.0,1.8,158.8,,0.2,4.3,4.5,,160.0,18.3,511.5,1.2,691.0,,731.4,710.7,"1,442.1",,277.1,150.0,427.1,,4.6,,"2,728.2",,"1,330.3",885.1,512.7
UKD3202,Bury,3.7,1.8,5.5,,0.2,4.1,4.3,,148.2,31.1,"1,683.3",0.2,"1,862.7",,"1,798.6","1,415.1","3,213.7",,439.0,324.9,763.8,,11.2,,"5,861.2",,"2,400.8","1,776.9","1,683.5"
UKD1201,Carlisle,15.2,15.1,30.3,,0.0,1.9,1.9,,240.5,86.8,"1,286.9",17.2,"1,631.5",,693.4,684.0,"1,377.4",,417.1,202.7,619.8,,13.7,,"3,674.6",,"1,380.0",990.5,"1,304.1"
UKD2201,Chester,2.1,18.2,20.3,,0.0,2.5,2.5,,137.6,143.1,"1,978.2",6.6,"2,265.4",,414.7,871.8,"1,286.6",,583.9,246.4,830.4,,4.9,,"4,410.0",,"1,143.3","1,282.0","1,984.8"
UKD4302,Chorley,9.8,10.4,20.2,,0.0,4.3,4.3,,137.6,44.3,"1,611.7",6.0,"1,799.6",,548.5,879.5,"1,428.0",,200.3,183.1,383.5,,2.3,,"3,637.9",,898.6,"1,121.6","1,617.7"
UKD2202,Congleton,10.1,14.8,24.9,,0.2,1.1,1.3,,272.3,54.3,"1,488.6",9.0,"1,824.2",,494.2,559.0,"1,053.2",,173.7,179.1,352.8,,5.1,,"3,261.6",,955.7,808.3,"1,497.6"
UKD1103,Copeland,7.1,10.0,17.1,,0.4,5.2,5.6,,88.8,42.6,444.0,2.5,577.9,,289.6,584.7,874.2,,104.5,138.0,242.5,,2.6,,"1,720.0",,493.0,780.5,446.5
UKD2203,Crewe and Nantwich,3.9,12.1,16.0,,0.0,3.9,3.9,,188.9,117.2,"1,228.8",16.0,"1,550.9",,855.4,854.2,"1,709.6",,270.9,231.2,502.2,,8.1,,"3,790.6",,"1,327.1","1,218.7","1,244.8"
UKD1202,Eden,3.3,29.6,32.9,,0.3,2.1,2.4,,143.0,149.5,"2,232.8",26.8,"2,552.1",,612.4,245.7,858.1,,288.9,135.0,423.9,,1.1,,"3,870.5",,"1,049.0",561.8,"2,259.6"
UKD2204,Ellesmere Port and Neston,9.0,2.2,11.2,,0.0,2.3,2.3,,"9,678.5",24.7,525.2,0.4,"10,228.8",,"1,008.2",660.7,"1,668.9",,413.3,145.2,558.5,,1.0,,"12,470.6",,"11,110.0",835.1,525.6
UKD4303,Fylde,0.5,6.1,6.6,,0.0,0.4,0.4,,152.4,27.6,732.7,2.8,915.6,,490.8,781.3,"1,272.1",,262.8,163.1,425.9,,3.5,,"2,624.1",,910.0,978.6,735.5
UKD2101,Halton ,32.6,1.8,34.4,,0.0,4.1,4.1,,378.8,17.8,"1,055.5",5.1,"1,457.1",,727.0,817.0,"1,544.0",,537.3,212.4,749.8,,16.8,,"3,806.2",,"1,692.5","1,053.1","1,060.6"
UKD4304,Hyndburn,4.8,1.8,6.6,,0.0,4.6,4.7,,148.1,14.1,730.8,1.0,894.0,,515.8,605.4,"1,121.3",,198.0,139.8,337.8,,3.1,,"2,367.4",,869.8,765.8,731.8
UKD5101,Knowsley,8.5,3.4,11.9,,3.2,3.8,7.0,,285.2,24.0,"1,160.7",2.4,"1,472.3",,"1,305.3","1,145.5","2,450.8",,653.2,270.9,924.2,,6.8,,"4,873.0",,"2,262.2","1,447.7","1,163.1"
UKD4305,Lancaster,3.2,7.2,10.4,,0.0,5.9,6.0,,152.3,59.7,"1,243.3",9.8,"1,465.1",,943.0,950.1,"1,893.1",,325.2,248.2,573.3,,13.0,,"3,960.9",,"1,436.8","1,271.1","1,253.1"
UKD5200,Liverpool,6.4,4.3,10.6,,0.1,11.5,11.6,,298.2,57.9,"1,960.3",4.7,"2,321.1",,"2,489.0","3,453.3","5,942.3",,"1,094.1",881.8,"1,975.9",,15.5,,"10,276.9",,"3,903.2","4,408.7","1,965.0"
UKD2205,Macclesfield,5.8,17.7,23.5,,1.2,2.8,3.9,,630.7,120.0,"2,975.3",14.3,"3,740.3",,"1,185.9","1,485.3","2,671.2",,542.9,343.4,886.3,,10.6,,"7,335.8",,"2,377.0","1,969.2","2,989.6"
UKD3101,Manchester,12.8,2.8,15.7,,1.2,8.0,9.2,,335.9,44.7,"2,594.0",14.9,"2,989.6",,"2,708.3","3,240.6","5,948.8",,"1,716.6",736.0,"2,452.6",,16.3,,"11,432.1",,"4,791.1","4,032.1","2,608.9"
UKD3203,Oldham,3.1,4.2,7.3,,0.0,10.5,10.5,,186.2,50.1,"1,153.8",4.0,"1,394.1",,906.1,"2,027.4","2,933.5",,516.4,359.7,876.1,,9.6,,"5,231.1",,"1,621.5","2,451.8","1,157.8"
UKD4306,Pendle,2.6,3.7,6.2,,0.6,8.1,8.7,,151.9,27.5,511.1,0.1,690.6,,443.0,733.8,"1,176.8",,215.5,153.6,369.1,,11.3,,"2,262.7",,825.0,926.6,511.2
UKD4307,Preston,1.6,4.4,6.0,,0.0,5.8,5.8,,104.0,53.6,"1,103.2",5.7,"1,266.5",,719.4,"1,049.3","1,768.7",,450.3,230.9,681.2,,8.2,,"3,736.4",,"1,283.6","1,343.9","1,108.9"
UKD4308,Ribble Valley,185.6,8.1,193.7,,0.0,6.3,6.3,,769.2,64.1,517.6,0.9,"1,351.7",,285.8,453.2,739.0,,402.3,111.8,514.1,,165.4,,"2,970.3",,"1,808.4",643.4,518.5
